department,course,description,unit,title
Hospitality,CUL ARTS 10316194,The internship program is designed to provide students with an opportunity to relate current educational material from the college classroom to practical experience under the direction of professionals in extended work assignments.,2,Culinary Internship
Business Technology,COURT 10170121,"Technology course for Court Reporting program that focuses on computer basics and transcript production, dictionary management, realtime translation, and reporter technology utilizing Case CATalyst software from Stenograph, LLC.",1,CAT Class 1
Business Technology,COURT 10170122,"Technology course for Court Reporting program that focuses on computer basics and transcript production, dictionary management, realtime translation, and reporter technology utilizing Case CATalyst software from Stenograph, LLC.",1,CAT Class 2
Business Technology,COURT 10170117,This one-credit course is for students who need additional time in which to meet the requirements of any of the Court Reporting classes.,1,Court Reporting Skills
Business Technology,COURT 10170116,"Continues speedbuilding and vocabulary expansion for writing and transcribing material from legal proceedings (testimony, jury charges, voir dire, expert witnesses, depositions, and opening/closing statements) and technical areas (testimony, literary, congressional, scientific, and medical). Stresses fluent and accurate readback.",4,Court Reporting 6
Business Technology,COURT 10170124,"Technology course for Court Reporting program that focuses on computer basics and transcript production, dictionary management, realtime translation, and reporter technology utilizing Case CATalyst software from Stenograph, LLC",1,CAT Class 4
Hospitality,CUL ARTS 10316189,"Students will learn the principles and techniques of breakfast food preparation in a simulated work environment. Products will include eggs, omelets, batters, and starches.",1,Breakfast Cookery
Business Technology,COURT 10106155,"One-credit elective course for those students who have not completed NCRA graduation speed requirements.  Class consists entirely of live dictation at 200-225 wpm 2-voice testimony takes, 180 wpm literary takes, and 200 wpm jury charge takes.",1,Court Reporting Skillbuilding-Advanced
Business Technology,COURT 10170115,"Continues speedbuilding and vocabulary expansion for writing and transcribing material from legal proceedings (testimony, jury charges, voir dire, expert witnesses, depositions, and opening/closing statements) and technical areas (testimony, literary, congressional, scientific, and medical).  Stresses fluent and accurate readback.",4,Court Reporting 5
Business Technology,COURT 10170113,"Continuation of machine shorthand covering theory, keyboard, and phonetics necessary to write and read conflict-free computer shorthand. Introduces speed building while focusing on accuracy in writing, transcribing, and readback of shorthand notes. Includes vocabulary development.",4,Court Reporting 3
Business Technology,COURT 10170134,"Focuses on the rules of English grammar, spelling, punctuation, and capitalization, including vocabulary (word knowledge), through instruction and activities designed for students to develop spelling and vocabulary skills and demonstrate ability to apply the rules of grammar, spelling, punctuation, and capitalization to sentences, paragraphs, and transcripts through systematic testing and/or projects.",1,English for Realtime Reporters 4
Business Technology,COURT 10170125,"Technology course for Court Reporting program that focuses on computer basics and transcript production, dictionary management, realtime translation, and reporter technology utilizing Case CATalyst software from Stenograph, LLC.",1,CAT Class 5
Business Technology,COURT 10170131,"Focuses on the rules of English grammar, spelling, punctuation, and capitalization, including vocabulary (word knowledge), through instruction and activities designed for students to develop spelling and vocabulary skills and demonstrate ability to apply the rules of grammar, spelling, punctuation, and capitalization to sentences, paragraphs, and transcripts through systematic testing and/or projects.",1,English for Realtime Reporters 1
Business Technology,COURT 10170135,"Focuses on the rules of English grammar, spelling, punctuation, and capitalization, including vocabulary (word knowledge), through instruction and activities designed for students to develop spelling and vocabulary skills and demonstrate ability to apply the rules of grammar, spelling, punctuation, and capitalization to sentences, paragraphs, and transcripts through systematic testing and/or projects.",1,English for Realtime Reporters 5
Business Technology,COURT 10170132,"Focuses on the rules of English grammar, spelling, punctuation, and capitalization, including vocabulary (word knowledge), through instruction and activities designed for students to develop spelling and vocabulary skills and demonstrate ability to apply the rules of grammar, spelling, punctuation, and capitalization to sentences, paragraphs, and transcripts through systematic testing and/or projects.",1,English for Realtime Reporters 2
Business Technology,COURT 10170170,"Covers professional reporting procedures, including transcript production; daily copy reporting; using general and legal reference materials; legal citations; professional standards and ethics; technology, such as videotaped depositions and computer-assisted transcription; reporting depositions, commission hearings and business meetings; operating a freelance reporting business; and resume preparation. Requires a minimum testimony writing speed of 180wpm.",3,Court Reporting Procedures
Business Technology,COURT 10170155,This course provides additional practice time for students to work up to their speed requirements.,1,Broadcast Captioning Skillbuilding-Advanced
Business Technology,COURT 10170171,"Focuses on legal terminologies customarily encountered in the judicial system in the following areas:  civil law; criminal law; and discovery, trial, and appellate processes. Methods of researching legal citations are also emphasized.",2,Legal Terminology
FILM 20810250,This course satisfies LAT Req,Examines techniques of film production and explores the relationship between film form and film meaning. Students view films that represent significant movements in the evolution of the medium and learn how to research and write analytical essays about these films.,3,Introduction to Film
Business Technology,COURT 10170172,"The objective of the class is to gain experience and knowledge through observation of the working reporter in the judicial and educational environment. Students will also participate by writing in actual situations relating to the freelance, courtroom, and realtime environments. Mock RPR and CRR tests are administered and mock interviews conducted. Requires a minimum testimony writing speed of 180wpm.",3,Court Reporting Internship
Applied Engineering Tech,INDMANUF 10623005,This course description is unavailable at this time. Please contact the Center offering the course for more information.,1,Lean Enterprise Culture
FILM 20810801,This course satisfies LAT Req,"Allows a qualified Honors student to pursue a special concentration of study under the guidance of a faculty member. Requires the completion of an Honors Project Contract. Credits 1 – 3. May be taken more than once. Pre-requisite:  1) minimum of 12 credits at Madison College, a 3.5 or higher GPA, and a previous or concurrent course with Honors Instructor; or 2) High School GPA of 3.5 or higher, and permission of Honors Instructor.",3,Honors - Film
Applied Engineering Tech,INDMANUF 10623006,This course description is unavailable at this time. Please contact the Center offering the course for more information.,1,Total Productive Maintenance
Applied Engineering Tech,INDMANUF 10623002,This course description is unavailable at this time. Please contact the Center offering the course for more information.,1,Value Stream Mapping
Applied Engineering Tech,INDMANUF 10623007,,1,Lean Implementation Project
FILM 20810254,This course satisfies LAT Req,"History of World Cinema examines the history of the film medium, primarily as an art form but also as a form of communication, in the United States and internationally from its origin in the 1800s to the present, highlighting significant movements in its development. Students view domestic and foreign films as a basis for study.",3,History Of World Cinema
Applied Engineering Tech,INDMANUF 10623102,,1,Precision Measuring
Applied Engineering Tech,INDMANUF 10623003,This course description is unavailable at this time. Please contact the Center offering the course for more information.,1,Quick Changeover - Kaizen Combines
Applied Engineering Tech,INDMANUF 10623100,"This course reviews basic safety standards for industry as outlined by OSHA. Designed for general industry workers, it focuses on identification, avoidance, control, and prevention of safety and health hazards a worker may encounter on a general industry site. Those who successfully complete the hourly and course requirements receive an OSHA 10-hour completion card. The Manufacturing Skill Standards Council MSSC) safety standards are also reviewed.",1,Safety for Industry
Applied Engineering Tech,INDMANUF 10623004,This course description is unavailable at this time. Please contact the Center offering the course for more information.,1,5S Visual Workplace - Associate Degree Credit Based Continuing Education
Applied Engineering Tech,INDMANUF 10623160,,3,Introduction to Engineering
Applied Engineering Tech,INDMANUF 10623200,"Focuses on the basic principles of engineering drawings and manufacturing processes. Through interpretation and sketching, students learn to visualize the part, section or assembly views. Students study isometric and orthographic views on a drawing. The student will also use drawings pertinent to the trades with examples in GD&T, welding, facilities, piping, sheet metal, equipment manuals, electrical symbols, and fluid power symbols.?",2,Interpreting Engineering Drawings
Applied Engineering Tech,INDMANUF 10623001,This course description is unavailable at this time. Please contact the Center offering the course for more information.,1,Lean Manufacturing
Applied Engineering Tech,INDMANUF 10623105,,1,Continuous Improvement in Job Shop Processes
Applied Engineering Tech,INDMANUF 10623202,"Basic principles of engineering drawings and manufacturing procedures. Through interpretation and sketching, students learn to visualize the part, section or assembly. Uses drawings pertinent to the trades with examples in Welding, Facilities, Piping and Instrumentation (P & ID’s), Sheet Metal, Equipment Manuals (technical documents, installation/repair manuals), Electrical Symbols, and Fluid Power Symbols.",1,Interpreting Engineering Drawings Part B
Applied Engineering Tech,INDMANUF 10623201,"Basic principles of engineering drawings and manufacturing procedures. Through interpretation and sketching, students learn to visualize the part, section or assembly. Uses drawings pertinent to the trades with examples in Welding, Facilities, Piping and Instrumentation (P & ID’s), Sheet Metal, Equipment Manuals (technical documents, installation/repair manuals), Electrical Symbols, and Fluid Power Symbols.",1,Interpreting Engineering Drawings Part A
Manufacturing,INDMANUF 10623310,"This course is an introduction to the mechanical systems, with lab exercises in safety procedures, Lock-out Tag-out (LOTO), key and setscrew fasteners, speed and torque measurements, efficiencies, shafts and pillow block, shaft alignment, flexible and rigid motor soft foot detection and correction. The course will survey precision measurement, lubrication, bearing types and applications, vibration analysis, and fasteners.",1,Mechanisms for Industry 1
Applied Engineering Tech,INDMANUF 10623201,"Basic principles of engineering drawings and manufacturing procedures. Through interpretation and sketching, students learn to visualize the part, section or assembly. Uses drawings pertinent to the trades with examples in Welding, Facilities, Piping and Instrumentation (P & ID’s), Sheet Metal, Equipment Manuals (technical documents, installation/repair manuals), Electrical Symbols, and Fluid Power Symbols.",1,Interpreting Engineering Drawings Part A
Applied Engineering Tech,INDMANUF 10623202,"Basic principles of engineering drawings and manufacturing procedures. Through interpretation and sketching, students learn to visualize the part, section or assembly. Uses drawings pertinent to the trades with examples in Welding, Facilities, Piping and Instrumentation (P & ID’s), Sheet Metal, Equipment Manuals (technical documents, installation/repair manuals), Electrical Symbols, and Fluid Power Symbols.",1,Interpreting Engineering Drawings Part B
Manufacturing,INDMANUF 10623300,"Provides students with the fundamentals of fluid power (hydraulic and pneumatic) and a considerable literacy in the principles of pneumatics and hydraulics. Students will attain an understanding of basic pneumatics principles and practical circuits applying the recently learned principles. The course is intended to gain a general understanding of components and terminology as well as principles and functions. This course has a heavy emphasis on recognizing fluid power components, component symbols, units, equations, and terminology.",1,Fluid Power 1 for Industry
Manufacturing,INDMANUF 10623301,Intended to develop an understanding of basic Fluid Power Circuits. Covers the application of basic fluid power systems to various machines along with maintenance and troubleshooting. The maintaining and design considerations of both hydraulic and pneumatic systems will be explored in this course with an emphasis on component selection and circuit efficiencies.,2,Fluid Power 2 for Industry
Manufacturing,INDMANUF 10623301,Intended to develop an understanding of basic Fluid Power Circuits. Covers the application of basic fluid power systems to various machines along with maintenance and troubleshooting. The maintaining and design considerations of both hydraulic and pneumatic systems will be explored in this course with an emphasis on component selection and circuit efficiencies.,2,Fluid Power 2 for Industry
Manufacturing,INDMANUF 10623311,"Studies basic principles of physics specific to electro-mechanical systems. Emphasizes measurement, lubrication, energy, power, machines and fluid and chemical properties, as well as installation, timing and synchronization of machine drive components. Includes hands-on disassembly and assembly of industrial industrial components.",1,Mechanisms for Industry 2
Applied Engineering Tech,INDMANUF 31623401,"Designed to provide an overview and foundation for persons interested in a manufacturing career. The class provides the student basic instruction in a variety of skills that will be an important part of successful employment within the industry. Students will be introduced to manufacturing processes, principles and practices used in manufacturing environments. Topics include:  types of materials, product design, manufacturing processes, production systems, automated systems and quality. Students will be expected to understand the product life cycle from conception through distribution. Overall, the class will explore the various roles and responsibilities of employees in careers related to manufacturing.",2,Foundations in Manufacturing
Applied Engineering Tech,INDMANUF 31623401,"Designed to provide an overview and foundation for persons interested in a manufacturing career. The class provides the student basic instruction in a variety of skills that will be an important part of successful employment within the industry. Students will be introduced to manufacturing processes, principles and practices used in manufacturing environments. Topics include:  types of materials, product design, manufacturing processes, production systems, automated systems and quality. Students will be expected to understand the product life cycle from conception through distribution. Overall, the class will explore the various roles and responsibilities of employees in careers related to manufacturing.",2,Foundations in Manufacturing
Applied Engineering Tech,INDMANUF 31623412,"This course provides students with foundational knowledge and skills needed in the manufacturing industry. Students will engage in learning activities focused upon measurement, machining, quality, basic manufacturing processes, and employee ""soft"" skills. The course exposes students to manufacturing-related content that is built upon in the diploma and degree programs.",2,Exploring Manufacturing
Applied Engineering Tech,INDMANUF 31623412,"This course provides students with foundational knowledge and skills needed in the manufacturing industry. Students will engage in learning activities focused upon measurement, machining, quality, basic manufacturing processes, and employee ""soft"" skills. The course exposes students to manufacturing-related content that is built upon in the diploma and degree programs.",2,Exploring Manufacturing
Applied Engineering Tech,INDMANUF 10623408,"Learn to visualize, sketch and create 2D drawings in a wide variety of disciplines using AutoCad. The course will introduce the creation and revision drawings pertinent to the trades with examples in Welding, Facilities, Piping and Instrumentation (P & ID’s), Sheet Metal, Equipment Manuals (technical documents, installation/repair manuals), Electrical, and Fluid Power Facilities and Mechanical Drawings.",2,Computer-Assisted Design-2D
Applied Engineering Tech,INDMANUF 20623999,This is a generic course for transferring in a course that Madison College does not offer.,3,Transfer In: Engineering Related
Applied Engineering Tech,INDMANUF 10623501,"Computer Integrated Manufacturing (CIM) is the study of manufacturing planning, integration, and implementation of automation. The course explores manufacturing history, individual processes, systems, and careers. In addition to technical concepts, the course incorporates finance, ethics, and engineering design. This reflects an integrated approach that leading manufacturers have adopted to improve safety, quality, and efficiency. Utilizing the activity-project-problem-based (APPB) teaching and learning pedagogy, students will analyze, design, and build manufacturing systems. While implementing these designs, students will continually hone their interpersonal skills, creative abilities, and understanding of the design process. Students apply knowledge gained throughout the course in a final open-ended problem to build a factory system.",2,Computer Integrated Manufacturing 2
Applied Engineering Tech,INDMANUF 10623500,"Computer Integrated Manufacturing (CIM) is the study of manufacturing planning, integration, and implementation of automation. The course explores manufacturing history, individual processes, systems, and careers. In addition to technical concepts, the course incorporates finance, ethics, and engineering design. This reflects an integrated approach that leading manufacturers have adopted to improve safety, quality, and efficiency. Utilizing the activity-project-problem-based (APPB) teaching and learning pedagogy, students will analyze, design, and build manufacturing systems.",2,Computer Integrated Manufacturing 1 Introduction
FRENCH 20802226,This course satisfies LAT Req,"In this communicative language course, students will continue their advanced review of all basic structures of the French language, addressing all four skills with greater depth and breadth. Readings of cultural, historical and literary significance will be used as a springboard for advancing the student’s proficiency in the language on a variety of topics.",3,French 5
Applied Engineering Tech,INDMANUF 10623409,"Introductory study of working with simple 3D sketches and partly, creation. Strong emphasis on working with existing assemblies, and understanding component relationships. Students will work with OEM component 3D models and manipulating them into assemblies. Students will gain an understanding of drawing sets, and bill of materials.",2,Computer-Assisted Design-3D
World Languages,This course satisfies LAT Req,"French 1 is for students beginning the study of French. It emphasizes development of basic communicative skills through practice in listening, speaking, reading and writing. Stresses vocabulary and grammar to enhance students’ ability to speak and write in French. Study of customs and values provide an increased awareness of francophone cultures. On completion students are able to participate in uncomplicated conversations on everyday topics.",4,French 1
World Languages,This course satisfies LAT Req,"French 2 emphasizes continued development of more complex communicative skills through practice in listening, speaking and writing. Upon completion, students possess the listening, speaking, reading and writing skills necessary to handle simple, everyday survival tasks in francophone cultures. Vocabulary and grammar are studied to enhance students’ abilities to speak and write in French.",4,French 2
World Languages,This course satisfies LAT Req,"This course is designed for the student who has completed three semesters of college French, or three years of high school French. The review of grammar from 20-802-223, French 3, is completed and vocabulary is broadened. Emphasis is placed on speaking and writing creatively in French on a variety of topics. Everyday situations in francophone cultures, including education, family life, leisure activities and travel, will provide students with the opportunity to expand their survival skills in francophone cultures. Readings of cultural and literary significance will provide vehicles for discussion and composition.",4,French 4
World Languages,This course satisfies LAT Req,"In French 3 a review of grammar from previous semesters is initiated and vocabulary is broadened. Emphasis is placed on speaking and writing in French in “paragraphs” as a full participant in a conversation. Everyday situations in francophone cultures, including education, family life, leisure activities and travel, will provide students with the opportunity to expand their survival skills in francophone cultures. Readings of cultural and literary significance will provide vehicles for discussion and composition.",4,French 3
Applied Engineering Tech,INDMANUF 20623260,"This course provides students with an overview of engineering based on a ""hands-on"" experience with a client-centered engineering design project, which includes: 1) a team-based design project, 2) a survey of engineering disciplines, 3) an introduction to computer tools and lab techniques, and 4) management of a project budget.  Instruction will include an introduction to technical fabrication skills required to produce a prototype design product.  This course is intended for students intending to transfer to four-year engineering degree programs.  Prerequisite:  Students must have previously completed a minimum of 12 credits of college transfer course work, including 20-804-231 Calculus and Analytic Geometry, with a cumulative GPA of 2.5 or more.",3,Introduction to Engineering
Business & Marketing,INSMGT 10162135,"The course will cover all of the major methods employees uses to commit occupational fraud.  Students learn how and why occupational fraud is committed as well as how the conduct can be detected, deterred, investigated and resolved.",3,Detecting Employee Fraud
Business & Marketing,INSMGT 10162135,"The course will cover all of the major methods employees uses to commit occupational fraud.  Students learn how and why occupational fraud is committed as well as how the conduct can be detected, deterred, investigated and resolved.",3,Detecting Employee Fraud
Business & Marketing,INSMGT 10162126,"The claim function, factors influencing claims, the steps involved in analyzing, negotiating, and litigating first and third party claims, and the basics of property and liability losses will be covered in this class.",3,Introduction to Loss Investigaton (AIC 33)
Business & Marketing,INSMGT 10162131,"This course provides an overview of individual and group health coverage, disability insurance, individual and group life insurance, paying life insurance proceeds, ownership rights, beneficiaries, and the Wisconsin and federal laws that must be followed with these coverages. In addition, basic insurance terms and concepts as well as provider relationships are covered. This meets the state requirements for Life &Health pre-licensing and is a required course for the Risk Management & Insurance Diploma.",3,Intro to Life & Health Insurance
Business & Marketing,INSMGT 10162133,"This course will serve as a core.   Risk Management is a foundational concept in insurance today.  The legal foundations of loss exposures, the risk management process, and risk management programs will be discussed for all areas.",3,Managing Business Risks
Manufacturing,INSTHSKP 30519301,This course description is unavailable at this time. Please contact the center offering the course for more information.,5,Custodial Maint 2
Business & Marketing,INSMGT 10162125,"This course provides an understanding of the property and casualty insurance protection any business or individual should have. Whether you plan on owning your own business or managing a business or department, this course provides valuable information. A comprehensive study of policy language as well as the Wisconsin state insurance laws are covered. This course also meets the state requirement for Property & Casualty PreLicensing.",3,Intro to Property & Casualty Insurance - PreLicensing
Business & Marketing,INSMGT 10162136,"This course focuses on trends and issues facing the Risk Management and Insurance Industries. Presentations on current topics, and tours of facilities, are provided by Risk Management firms and Insurance organizations. Locations vary each semester but travel is required with this course. Check with the instructor for current travel plans and costs prior to enrolling.",1,Current Issues in Risk Management and Insurance
Business & Marketing,INSMGT 10162140,"Provides an opportunity for students to apply insurance and/or risk management skills in a real life business environment. These paid internships OR unpaid mentorships may be in insurance agencies, insurance companies or other risk management settings.  Duties may vary depending on the opportunity. Written assignments affiliated with the internship will also be required. Reserved for students enrolled in Risk Management and Insurance studies either in the Certificate program or as a focus in their current major. Students must have completed at least one degree credit insurance course.",2,Risk Management and Insurance Internship
Business & Marketing,INSMGT 10162140,"Provides an opportunity for students to apply insurance and/or risk management skills in a real life business environment. These paid internships OR unpaid mentorships may be in insurance agencies, insurance companies or other risk management settings.  Duties may vary depending on the opportunity. Written assignments affiliated with the internship will also be required. Reserved for students enrolled in Risk Management and Insurance studies either in the Certificate program or as a focus in their current major. Students must have completed at least one degree credit insurance course.",2,Risk Management and Insurance Internship
Applied Arts,INDSGN 10304100,"This course is required for all students accepted into the Interior Design Program and is taken during the summer prior to their fall enrollment. Focuses on the interior design profession, the personal qualities and aptitudes of the interior designer, and the broad range of career opportunities and tasks performed. The course also offers students an introduction to the requirements and demands of the program and a career in the interior design industry.",1,Survey of the Interior Design Profession
Applied Arts,INDSGN 10304107,"Students study fibers, yarns, fabric construction and terminology, finishes, and performance criteria. Emphasizes specification of textiles for interior design applications.",3,Interior Design Textiles
Applied Arts,INDSGN 10304125,"This course builds knowledge of human factors, codes, and professional standards as they relate to residential furniture arrangements and interior spaces. Students apply their knowledge of the elements and principles of design, architectural drawing standards, and building construction methods to design and document functional and aesthetically pleasing residential interiors.",3,Residential Design 1
Manufacturing,INSTHSKP 30519300,This course description is unavailable at this time. Please contact the center offering the course for more information.,5,Custodial Maint 1
Applied Arts,INDSGN 10304120,This course will build on the Basic Architectural Drawing coursework and further develop student skills in computer-aided drawing techniques for interior design.  Computer-aided three-dimensional modeling will also be introduced and explored as a method to communicate design.,2,Advanced Architectural Drawing
Applied Arts,INDSGN 10304105,"This course will provide the student with a foundation of knowledge to interpret blueprints and identify building construction methods, materials, and systems.  Students will also examine building codes and basic furniture construction, as well as performance features.",3,Building and Furniture Construction
Applied Arts,INDSGN 10304104,This course will introduce students to basic manual and computer-aided drawing for interior design.  Students will learn how to properly use equipment and produce two-dimensional drawings.,3,Basic Architectural Drawing
Applied Arts,INDSGN 10304102,The focus of this course is on the principles and elements of design that form the conceptual basis from which to solve and evaluate design problems.,3,Fundamentals of Design
Applied Arts,INDSGN 10304142,"Covers essential interior design business practices and procedures, including business formations, fees, contracts, project management, business forms and record keeping. Professional work conduct and interior design sales techniques are also covered.",3,Sales & Professional Practice
Applied Arts,INDSGN 10304129,"This course will focus on periods of art, artists, architecture and furniture from Egyptian times to the 21st century.",3,History of Interior Design
Applied Arts,INDSGN 10304132,"Focuses on designing kitchens and baths, including the specification of cabinets, countertops, appliances, fixtures, materials and finishes. In addition, students develop the CAD skills necessary to produce typical project drawings and documentation for a kitchen design problem using a kitchen cabinet software package.",5,Kitchen & Bath Design
Applied Arts,INDSGN 10304133,"Focuses on the design, specification and documentation of commercial office spaces using conventional furniture and open office systems. Students apply their knowledge of materials, finishes, furniture, lighting and building construction through all phases of the design process. In addition, students further develop CAD skills necessary to produce project documentation and presentations for a comprehensive commercial design problem.",5,Commercial Design
Applied Arts,INDSGN 10304135,"This course focuses on light sources, luminaire options, the quality and quantity factors of lighting specification, and the lighting plan and schedule. Students design and specify a residential lighting plans.",2,Lighting
Applied Arts,INDSGN 10304127,This course will focus on interior finish products and their applications.  Students will learn to specify and calculate quantities of materials using industry standards.,2,Materials and Finishes
Applied Arts,INDSGN 10304146,This course provides the opportunity for students to learn and investigate current topics and trends in the interior design field. Topics include Universal Design and Aging-in-Place principles and Sustainability/Green Design practices.,2,Trends and Issues in Interior Design
Applied Arts,INDSGN 10304145,Provides an opportunity to gain practical work experience through supervised internships at an approved job site to gain practical knowledge of the interior design skills learned in the classroom.,2,Interior Design Internship
Applied Arts,INDSGN 10304147,This course will provide students with direction and guidance to develop and prepare a professional portfolio for both the Annual Portfolio Show and employment.  Students will investigate a variety of manual and digital methods allowing for effective representation of their skills and strengths.,2,Portfolio Development
Applied Arts,INDSGN 10304143,Students demonstrate their accumulated skills through the resolution of a comprehensive residential design project.,3,Residential Design 2
Applied Arts,INDSGN 10304161,"Students develop skills in manually sketching and rendering three-dimensional drawings of interior spaces to communicate design concepts. Additionally, students create professional-quality presentation boards and visual displays using both physical and digital methods.",3,Visual Communication for Interior Design
Applied Arts,INDSGN 10304801,"Allows a qualified Honors student to pursue a special concentration of study under the guidance of a faculty member. Requires completion of an Honors Project Contract. Credits 1 – 3. May be taken more than once. Pre-requisite:  1) minimum of 12 credits at Madison College, a 3.5 or higher GPA, and a previous or concurrent course with Honors Instructor; or 2) High School GPA of 3.5 or higher, and permission of Honors Instructor.",3,Honors - Interior Design
Applied Arts,INDSGN 10304165,This course will focus on utilizing computer-aided visual presentation methods to communicate and present interior designs.  Students will become familiar with the vocabulary and concepts of Adobe Photoshop and InDesign software commands and procedures for interior design concept communication purposes. Students enrolling in the course should be proficient in Windows PC operation.,3,Advanced Visual Communication for Interior Design
Information Technology,ITCLOUD 10157130,"Students will gain an in-depth understanding of the Microsoft Azure cloud environment covering computing, networking, storage and applications. Implementing and administering solutions to common information technology challenges in Azure will be covered through class discussions and hands-on work in Azure. Students will deploy infrastructure, platform and software 'As A Service' solutions as well as learn how to use each solution effectively. Students will leave with a working knowledge of implementation and administration of a Windows Azure environment along with a preparatory foundation for Microsoft Azure Cloud Certification.",3,Azure Administration
Information Technology,ITCLOUD 10157101,"Introduces students to cloud based computing architectures including infrastructure, platform and software service models. Through hands-on labs with leading public cloud providers students will learn the basics of deploying technology solutions and what makes cloud based infrastructure unique. Students will learn the fundamentals of storage, security, account management, networking and monitoring as it applies to cloud computing. In addition to learning the various service offerings from public cloud providers students will gain an understanding of the private and hybrid cloud environments.",3,Introduction to Cloud Computing
Information Technology,ITCLOUD 10157135,"This hands-on training course explores installation, configuration, and management of VMware® vSphere™, which consists of VMware ESXi™ and VMware vCenter™ Server. Students are introduced to virtualization and storage management concepts using VMware server virtualization products.",3,VMware Certified Professional (VCP)
Information Technology,ITCLOUD 10157155,"Capstone course in the Cloud Support Associate program. It provides students an opportunity to showcase the knowledge and skills learned from the prerequisite classes. Through independent and group projects, students will demonstrate the ability to design, plan and execute IT infrastructure automation using Cloud technologies, industry-standard tools, and scripting languages. The focus is automating Public Cloud solutions while exploring Hybrid-Cloud solutions where appropriate. Students will learn the fundamental concepts of DevOps methodology, and demonstrate that process using industry-standard tools.",3,Cloud Automation/DevOps
Information Technology,ITCLOUD 10157196,"Provides work experience in an area data center environment offering a variety of experiences administering cloud services. The student spends approximately 15 hours per week at the internship site. By consent of instructor, a special project may be substituted for the internship.",3,Cloud Internship
Information Technology,ITCLOUD 10157141,"Explores the Amazon AWS Cloud environment in-depth through hands-on labs and class discussion. Students will learn how to architect, deploy and administer common AWS solutions. In depth coverage of Amazon EC2 servers, S3 and EBS storage, VPC networking, IAM identity management and other offerings as they become available in AWS. In addition students will learn the fundamentals of automation through tools like Cloud Formation and monitoring via Cloud Watch. This course provides a preparatory foundation for the Amazon AWS Architecture certification.",3,AWS Administration
Emergency Medical Services,INGOVSRV 10540102,"This course examines the management issues involved with assessing the security and risk environments in both the private and public sectors in order to assure continuous system-wide operations. The course studies the elements of risk assessment and operational continuity using the project management framework of planning, organizing, and control. Students are exposed to the role of the firm/company in crisis response and management as well as the terms, systems, and interactions necessary to assure continuous operations. Topics include: the role and need for comprehensive assurance strategy and planning; the security aspects of the firm/company; an overview of the system-wide structure—as well as the organizations within that structure—designed to plan for and respond to local national crisis; the social and emotional impact on the workforce as well as its effect on productivity; and the organizational infrastructure relating to national, regional, and international compliance.",3,Business Continuity
Emergency Medical Services,INGOVSRV 10540104,"This course introduces the basic concepts, operational procedures, and authorities involved in preparation, mitigation, response and recovery efforts to major disasters.  Students will learn techniques and methods necessary to minimize the impact of natural, technological, and man-made disasters. Topics include federal, state, and local roles and responsibilities in major disaster response and recovery work, with an emphasis on governmental coordination.  Upon completion, students should be able to implement a complete disaster response plan and assess the needs of those involved in a major disaster.",3,Emergency Preparedness
Emergency Medical Services,INGOVSRV 10540103,"This course examines the concept of community resiliency in the age of climate change. How do planners and designers measure, foster, organize, evaluate and implement the medley of tools, processes and programs that seek to foster resiliency in urban communities? The course reviews the concept of urban and rural adaptation in the context of vulnerability and adaptive capacity, and examines adaptive planning through the lens of environmental justice. Research on planning and urban and rural design approaches that minimize the hazards and public health risks of climate change and variability is emphasized. We will discuss the empirical evidence on climate impacts and the broader political economy of decision-making around environmental health issues and its relevance to creating resilient communities. We start with a definition offered by the Community and Regional Resilience Institute, ""Community resilience is the capability to anticipate risk, limit impact, and bounce back rapidly through survival, adaptability, evolution, and growth in the face of turbulent change"" and examine the work of successful initiatives such as Envi Renew, which has created a multi-sector dialogue on how communities can plan in advance of a disaster to rebuild in more resilient and sustainable ways after a disaster.",3,Community Resilence Planning
Emergency Medical Services,INGOVSRV 10540101,"The historical and current dimensions of the terrorist threat and related homeland security concepts and issues will be analyzed. An overview of the roles of federal, state and local entities in both the public and private sectors regarding homeland security since 9/11 is central to this discussion. The aspects of planning, preparedness and response will be addressed in the context of government organizational structures, capabilities and legal frameworks. Protection of critical infrastructure and systems including agriculture, banking/finance, communications, cyber, energy, transportation, and others will be assessed using case studies and related information.",3,Introduction to Homeland Security
Information Technology,ITSECUR 10151114,"This class provides students with the tools they need to perform common administrative functions in some of the most popular scripting environments. The class will examine PHP in the context of an Apache webserver, and then it will examine using GNU BASH and Microsoft PowerShell scripting from the command line to complete every day administrative functions. Tools include: Bash, PHP, Apache, and PowerShell.",3,Linux Server 2 (Security)
Information Technology,ITSECUR 10151128,This class continues with the skills learned in the “Securing Industrial IoT” class. We will be taking a more indepth look and the protocols and processes involved in a modern ICS setting.  Students will apply the tools and techniques to study the impact on a mock power grid model.,3,Advanced Securing Industrial IoT
Information Technology,ITSECUR 10151127,"Students learn to understand their networked industrial control system (ICS) environment, monitor it for threats, and perform incident response against identified threats. Using these skills will allow a successful student to counter advanced adversaries targeting ICS infrastructure. A hands-on approach using real hardware and real-world sample malware empower the student to dissect ICS cyber attacks from start to finish.",3,Securing Industrial IoT
