to,level,credits,course_2,title_2,course_1,from_,gen_ed,title_1,specia
4652,,3.00,ENGL EL,English Elective,ENG 205,4672,"HUM, LIT",Western Lit I,
4652,,3.00,ENGL EL,English Elective,ENG 206,4672,"HUM, LIT",Western Lit II,
4652,L,3.00,LIT 273,Multicultural American Lit,ENG 207,4672,"HUM, LIT",Multicult U.S. Lit (Es),
4652,,3.00,ENGL EL,English Elective,ENG 208,4672,GLP,International Lit,
4652,,3.00,ENGL EL,English Elective,ENG 210,4672,ESA,Lit of Black America (Es),"200, 7"
4652,,3.00,ENGL EL,English Elective,ENG 215,4672,ESA,African American Authors (Es),"200, 7"
4652,,3.00,Soc/B Sci EL,Social-Behavioral Science Elective,ENG 220,4672,SBSCI,Women & Pop Culture,
4652,,0.00,NDC,No Degree Credit,ESL 100,4672,,Esl Speaking,5
4652,,0.00,NDC,No Degree Credit,ESL 101,4672,,Esl Reading,5
4652,,0.00,NDC,No Degree Credit,ESL 102,4672,,Esl Writing/Grammar,5
4652,,0.00,NDC,No Degree Credit,ESL 103,4672,,Esl Listening,5
4652,,4.00,NDC,No Degree Credit,ESL 110,4672,,Esl Speaking,5
4652,,4.00,NDC,No Degree Credit,ESL 111,4672,,Esl Reading,5
4652,,4.00,NDC,No Degree Credit,ESL 112,4672,,Esl Writing/Grammar,5
4652,,4.00,NDC,No Degree Credit,ESL 113,4672,,Esl Listening,5
4652,,0.00,NDC,No Degree Credit,ESL 150,4672,,Esl Speaking/Listening,5
4652,,0.00,NDC,No Degree Credit,ESL 151,4672,,Esl Reading,5
4652,,0.00,NDC,No Degree Credit,ESL 152,4672,,Esl Wrtng/Gram,5
4652,,4.00,NDC,No Degree Credit,ESL 153,4672,,U.S. Culture,5
4652,,0.00,NDC,No Degree Credit,ESL 155,4672,,Special Topics in Esl,5
4652,,0.00,NDC,No Degree Credit,ESL 200,4672,,Esl Speaking/Listening,5
4652,,0.00,NDC,No Degree Credit,ESL 201,4672,,Esl Reading,5
4652,,0.00,NDC,No Degree Credit,ESL 202,4672,,Esl Writing/Grammar,5
4652,,0.00,NDC,No Degree Credit,ESL 250,4672,,Esl Speaking,5
4652,,0.00,NDC,No Degree Credit,ESL 251,4672,,U.S. Culture & Film,5
4652,,0.00,NDC,No Degree Credit,ESL 252,4672,,Esl Writing/Grammar,5
4652,,0.00,NDC,No Degree Credit,ESL 255,4672,,Special Topics in Esl,5
4652,,4.00,GEN EL,General Elective,ESC 101,4672,"LAB, PHYSC",Earth Environments,
4652,,3.00,PHYS EL,Physics Elective,ESC 209,4672,"NSCI, PHYSC",Geol Evol of Earth,
4652,,4.00,PHYS EL,Physics Elective,ESC 221,4672,"NSCI, PHYSC, LAB",Weather and Climate,
4652,,4.00,PHYS EL,Physics Elective,ESC 222,4672,"NSCI, PHYSC",Earth Surface Process/Landform,
4652,,0.00,NDC,No Degree Credit,ESC 250,4672,,Maps & Gis,5
4652,,1.00,PE EL,Physical Education Elective,ESS 100,4672,HPE,Physical Activities,
4652,,2.00,THEA EL,Theatre Elective,ESS 104,4672,"HUM, CRPRF",Dance Appreciation,
4652,,1.00,PE EL,Physical Education Elective,ESS 108,4672,HPE,Fundmntl of Dance,
4652,,1.00,PE EL,Physical Education Elective,ESS 112,4672,HPE,Fund of Movement,
4652,E,1.00,PE 163,Swimming/Beginning,ESS 113,4672,"HPE,ACTV",Basic Swimming,
4652,L,1.00,PE 121,Exercise For Fitness,ESS 114,4672,,Personal Fitness,
4652,I,2.00,PE 350,Princpls of Phy Ed & Athletics,ESS 115,4672,,Orientation to Ess,
4652,I,2.00,PE 342,Water Safety Instructor,ESS 116,4672,,Water Safety Instruction,
4652,,2.00,PE EL,Physical Education Elective,ESS 120,4672,,Tchng Outdoor Actv,
4652,,1.00,PE EL,Physical Education Elective,ESS 130,4672,HPE,Officiating Athletics,
4652,,2.00,PE EL,Physical Education Elective,ESS 181,4672,HPE,Intro to Sports Medicine,
4652,,1.00,HLTED EL,Health Education Elective,ESS 201,4672,,"Safety, First Aid and Cpr",
4652,L,3.00,BIO 132,Human Biology,ESS 205,4672,"ARNS,LFSC",Human Anat & Phys Ex Sci I,
4652,,3.00,BIO EL,Biology Elective,ESS 206,4672,"NSCI, LFSC",Human Anat & Phys-Ex Sci II,
4652,,5.00,PE EL,Physical Education Elective,ESS 207,4672,HPE,Human Motor Behavior,
4652,,1.00,PE EL,Physical Education Elective,ESS 208,4672,HPE,Dance Ele Schl Chd,
4652,,2.00,HLTED EL,Health Education Elective,ESS 209,4672,,Strng Trn Clin I,
4652,,2.00,PE EL,Physical Education Elective,ESS 212,4672,HPE,Teach Fund Movmnt Skills in Pe,
4652,,3.00,PE EL,Physical Education Elective,ESS 225,4672,,Intro Phys Ed Tchg Method,
4652,,1.00,PE EL,Physical Education Elective,ESS 226,4672,HPE,Clncl Exp Tch P-Ei,
4652,,1.00,PE EL,Physical Education Elective,ESS 231,4672,HPE,Intro to Teach Adapted Phys Ed,
4652,,2.00,PE EL,Physical Education Elective,ESS 232,4672,HPE,Prac Exp Sp P-E,
4652,,2.00,PE EL,Physical Education Elective,ESS 233,4672,HPE,Tch Mthd Adpt Aqts,
4652,,2.00,PE EL,Physical Education Elective,ESS 249,4672,HPE,Youth Sport Issues,
4652,,1.00,PE EL,Physical Education Elective,ESS 251,4672,HPE,Football,
4652,,1.00,PE EL,Physical Education Elective,ESS 252,4672,HPE,Basketball,
4652,,1.00,PE EL,Physical Education Elective,ESS 253,4672,HPE,Field Hockey,
4652,,1.00,PE EL,Physical Education Elective,ESS 254,4672,HPE,Team Handball,
4652,,1.00,PE EL,Physical Education Elective,ESS 255,4672,HPE,Soccer,
4652,,1.00,PE EL,Physical Education Elective,ESS 256,4672,HPE,Softball,
4652,L,1.00,PE 185,Volleyball,ESS 257,4672,,Volleyball,
4652,,3.00,PE EL,Physical Education Elective,ESS 258,4672,,Teaching Activities I,
4652,,1.00-3.00,PE EL,Physical Education Elective,ESS 259,4672,,Girls and Women in Sport,8
4652,,3.00,PE EL,Physical Education Elective,ESS 260,4672,HPE,Movemt Ed-Yng Chld,
4652,,1.00,PE EL,Physical Education Elective,ESS 261,4672,HPE,Teach Educational Gymnst in Pe,
4652,,1.00,PE EL,Physical Education Elective,ESS 262,4672,HPE,Gymnastics II,
4652,,1.00,PE EL,Physical Education Elective,ESS 272,4672,HPE,Creative Dance,
4652,I,2.00,HLTED 350,Preven & Care Athlet Injury,ESS 281,4672,,Prevention/Care of Ath Injury,
4652,,3.00,PE EL,Physical Education Elective,ESS 282,4672,HPE,Sports Med Lab I,
4652,L,3.00,GEOG 104,World Geography,GEO 110,4672,"GEOG,GLP,SBSCI",World Cultural Regions,
4652,,3.00,GEOG EL,Geography Elective,GEO 200,4672,GLP,Conservation Global Environmts,
4652,,3.00,GEOG EL,Geography Elective,GEO 201,4672,"SBSCI, GEOG",Geography of U.S. & Canada,
4652,,3.00,GEOG EL,Geography Elective,GEO 202,4672,GLP,Contemporary Global Issues,
4652,,2.00,GEOG EL,Geography Elective,GEO 204,4672,"SBSCI, GEOG",Geography of Wisconsin,
4652,,2.00,GEOG EL,Geography Elective,GEO 250,4672,"SBSCI, GEOG",Maps & Gis,
4652,,3.00,COM EL,School of Management Elective,FIN 207,4672,,Personal Finance,
4652,,3.00,Hum & Arts EL,Humanities & the Arts Elective,HON 100,4672,HUM,Search For Values,
4652,,3.00,PHIL EL,Philosophy Elective,HON 200,4672,"HUM, PHIL",Ideas Chngd World,
4652,,3.00,THEA EL,Theatre Elective,HON 201,4672,"HUM, CRPRF",Dramatic Lit & Theatre Arts,
4652,,3.00,HLTED EL,Health Education Elective,HON 202,4672,HPE,Body Mind Wellbein,
4652,,3.00,Hum & Arts EL,Humanities & the Arts Elective,HON 203,4672,HUM,Lit Stdy:Batl/Book,
4652,,3.00,Soc/B Sci EL,Social-Behavioral Science Elective,HON 204,4672,SBSCI,Hum Ntre/Cult/Rlty,
4652,,3.00,LIT EL,Literature Elective,HON 205,4672,"HUM, LIT",Cls Myth & Mod Lit,
4652,,3.00,Soc/B Sci EL,Social-Behavioral Science Elective,HON 206,4672,SBSCI,Hmn Natre Pol Life,
4652,,3.00,SOC EL,Sociology Elective,HON 207,4672,ESC,"Gender,Power&Priv (Es)",202
4652,,3.00,ART EL,Art Elective,HON 215,4672,"HUM, ARTMU",Flrntine Renaissan,1
4652,,3.00,LIT EL,Literature Elective,HON 220,4672,ESC,Globl Roots of US Lit (Es),202
4652,,4.00,GEN EL,General Elective,HON 290,4672,,Creat Srch Undrstg,
4652,,3.00,GEN EL,General Elective,HON 295,4672,,Decsn-Wrld-Sci/Tec,
4652,L,4.00,FREN 101,Elementary French I,FRE 101,4672,"COMSK,LANG",Elementary French I,
4652,L,4.00,FREN 102,Elementary French II,FRE 102,4672,"COMSK,LANG",Elementary French II,
4652,,3.00,FREN EL,French Elective,FRE 200,4672,"COMSK, LANG",The Medieval World,
4652,,4.00,FREN EL,French Elective,FRE 201,4672,"COMSK, LANG, FGLP",Intermediate French I,
4652,,4.00,FREN EL,French Elective,FRE 202,4672,"COMSK, LANG, FGLP",Intermediate French II,
4652,,3.00,FREN EL,French Elective,FRE 220,4672,FGLP,France/Francoworld,
4652,,2.00,GEN EL,General Elective,MS 101,4672,,Intro to the Army,
4652,,2.00,GEN EL,General Elective,MS 102,4672,,Army Leadership,
4652,,1.00,GEN EL,General Elective,MS 103,4672,,Basic Military First Aid,
4652,,1.00,GEN EL,General Elective,MS 116,4672,,Intr Mil Skl Lab,
4652,,2.00,GEN EL,General Elective,MS 201,4672,,Leadership and Decision Making,
4652,,2.00,GEN EL,General Elective,MS 202,4672,,Army Doctrine & Team Develpmnt,
4652,,1.00,GEN EL,General Elective,MS 211,4672,,Lnd Navig/Mil Skls,
4652,,1.00,GEN EL,General Elective,MS 212,4672,,Intro Tact/Fld Opr,
4652,,1.00,GEN EL,General Elective,MS 215,4672,,Miltary Skls Lab I,
4652,,1.00,GEN EL,General Elective,MS 216,4672,,Miltry Skls Lab II,
4652,,1.00-3.00,SOC EL,Sociology Elective,INS 225,4672,"SBSCI, SOC",Smnr Wld Area Stds,8
4652,,3.00,GEN EL,General Elective,INS 226,4672,,Smr Frgn Stdy Tour,
4652,,3.00,SOC EL,Sociology Elective,INS 230,4672,"SBSCI, SOC",British Life & Civ,
4652,,0.00,NDC,No Degree Credit,INS 250,4672,,Orientation Abroad,5
4652,L,2.00,MUSIC 130,Music Appreciation,MUS 105,4672,"ARHU,MUAP",Music Appreciation,
4652,,3.00,MUSIC EL,Music Elective,MUS 110,4672,"HUM, ARTMU",Listening Experience in Music,
4652,L,1.00,MUSIC 101,Class Piano I,MUS 141,4672,"ARHU,PERF",Class Piano I,
4652,E,1.00,MUSIC 102,Class Voice I,MUS 143,4672,"HUM,CRPRF",Class Voice,
4652,,1.00,MUSIC EL,Music Elective,MUS 145,4672,"HUM, CRPRF",Class Instruments,
4652,,1.00,MUSIC EL,Music Elective,MUS 146,4672,"HUM, CRPRF",Keyboard Competencies I,
4652,,1.00,MUSIC EL,Music Elective,MUS 147,4672,"HUM, CRPRF",Keyboard Competencies II,
4652,,1.00,MUSIC EL,Music Elective,MUS 148,4672,"HUM, CRPRF",Keyboard Competencies III,
4652,,1.00,MUSIC EL,Music Elective,MUS 149,4672,"HUM, CRPRF",Keyboard Competencies IV,
4652,,1.00,MUSIC EL,Music Elective,MUS 151,4672,"HUM, CRPRF",Scrm Egls Mrch Band,
4652,,1.00,MUSIC EL,Music Elective,MUS 152,4672,"HUM, CRPRF",Opera Workshop,
4652,,1.00,MUSIC EL,Music Elective,MUS 153,4672,"HUM, CRPRF",Concert Choir,
4652,,1.00,MUSIC EL,Music Elective,MUS 154,4672,"HUM, CRPRF",Symphonic Band,
4652,,1.00,MUSIC EL,Music Elective,MUS 155,4672,"HUM, CRPRF",Orchestra,
4652,,1.00,MUSIC EL,Music Elective,MUS 157,4672,"HUM, CRPRF",Mannerchoir,
4652,,1.00,MUSIC EL,Music Elective,MUS 159,4672,"HUM, CRPRF",Women's Chorus,
4652,,1.00,MUSIC EL,Music Elective,MUS 161,4672,"HUM, CRPRF",Ensembles,
4652,,1.00,MUSIC EL,Music Elective,MUS 163,4672,"HUM, CRPRF",Wind Symphony,
4652,,1.00,MUSIC EL,Music Elective,MUS 165,4672,"HUM, CRPRF",Jazz Ensemble I,
4652,,3.00,HLTED EL,Health Education Elective,HPR 105,4672,"HPE, HLTH",Hlthy Actv Lifstyl,
4652,,2.00,NDC,No Degree Credit,HPR 106,4672,,Intro to Health Careers,5
4652,,1.00,MUSIC EL,Music Elective,MUS 166,4672,"HUM, CRPRF",Jazz Ens II,
4652,,1.00,MUSIC EL,Music Elective,MUS 167,4672,"HUM, CRPRF",Choral Union,
4652,,1.00,MUSIC EL,Music Elective,MUS 168,4672,"HUM, CRPRF",Vocal Jazz Ensembl,
4652,,1.00,MUSIC EL,Music Elective,MUS 169,4672,"HUM, CRPRF",Chamber Choir,
4652,,2.00,MUSIC EL,Music Elective,MUS 201,4672,GLP,Musical Cultures,
4652,,2.00,MUSIC EL,Music Elective,MUS 202,4672,"HUM, CRPRF",Music History: 1600-1825,
4652,,3.00,MUSIC EL,Music Elective,MUS 204,4672,GLP,Latin American Music,
4652,,1.00,MUSIC EL,Music Elective,MUS 211,4672,"HUM, CRPRF",Basic Conducting,
4652,,1.00,MUSIC EL,Music Elective,MUS 212,4672,"HUM, CRPRF",Flk/Clsrm Instrm Recor/Autoha,
4652,,1.00,MUSIC EL,Music Elective,MUS 213,4672,"HUM, CRPRF",Class Guitar,
4652,,1.00,MUSIC EL,Music Elective,MUS 214,4672,"HUM, CRPRF",String Techniques I,
4652,,1.00,MUSIC EL,Music Elective,MUS 215,4672,"HUM, CRPRF",String Techniques II,
4652,,1.00,MUSIC EL,Music Elective,MUS 217,4672,"HUM, CRPRF",Recreational Music,
4652,,1.00,MUSIC EL,Music Elective,MUS 220,4672,"HUM, CRPRF",High Brass Techniques,
4652,,1.00,MUSIC EL,Music Elective,MUS 221,4672,"HUM, CRPRF",Low Brass Techniques,
4652,,1.00,MUSIC EL,Music Elective,MUS 225,4672,"HUM, CRPRF",Percussion Techniques I,
4652,,1.00,MUSIC EL,Music Elective,MUS 226,4672,"HUM, CRPRF",Percussion Techniques II,
4652,,1.00,MUSIC EL,Music Elective,MUS 227,4672,"HUM, CRPRF",Woodwind Techniques I,
4652,,1.00,MUSIC EL,Music Elective,MUS 228,4672,"HUM, CRPRF",Woodwind Techniques II,
4652,,1.00,MUSIC EL,Music Elective,MUS 229,4672,"HUM, CRPRF",Woodwind Techniques III,
4652,,2.00,MUSIC EL,Music Elective,MUS 231,4672,"HUM, CRPRF",Elements of Music,
4652,,3.00,MUSIC EL,Music Elective,MUS 235,4672,"HUM, CRPRF",Music Theory I,
4652,,3.00,MUSIC EL,Music Elective,MUS 236,4672,"HUM, CRPRF",Music Theory II,
4652,,1.00,MUSIC EL,Music Elective,MUS 237,4672,"HUM, CRPRF",Music Rdg & Aural Skills I,
4652,,1.00,MUSIC EL,Music Elective,MUS 238,4672,"HUM, CRPRF",Music Rdg & Aural Skills II,
4652,,1.00,MUSIC EL,Music Elective,MUS 241,4672,"HUM, CRPRF",Applied Piano,
4652,,1.00,MUSIC EL,Music Elective,MUS 243,4672,"HUM, CRPRF",Private Voice,
4652,,1.00,MUSIC EL,Music Elective,MUS 245,4672,"HUM, CRPRF",Private Instrument,
4652,,1.00,MUSIC EL,Music Elective,MUS 247,4672,"CRPRF, HUM",Applied Organ,
4652,,1.00,MUSIC EL,Music Elective,MUS 263,4672,"HUM, CRPRF",Intro to Music Technology,
4652,E,2.00,ENGGR 110,Drafting,MTH 100,4672,,Engr Grph-Dsc Geom,6
4652,P,4.00,MATH 110,Intermediate Algebra,MTH 111,4672,,Intermed Algebra,
4652,L,4.00,MATH 123,Finite and Financial Math,MTH 123,4672,"ARNS,MATH",Math For Decision Making,
4652,L,4.00,MATH 118,Concepts of Mathematics,MTH 125,4672,"ARNS,MATH",Math Elem Teachers I,
4652,,3.00,MATH EL,Mathematics Elective,MTH 131,4672,"ANRSN, MATH",Geometry-Elem Tchr,
4652,U,3.00,STAT 320,Statistical Methods,MTH 145,4672,"UCTA,ARNS,STAT",Elem Statistics,"6, 22"
4652,L,4.00,MATH 120,Intro College Math I,MTH 150,4672,"ARNS,MATH",College Algebra,
4652,L,4.00,MATH 121,Intro College Math II,MTH 151,4672,"UCTA,ARNS,MATH",Precalculus,22
4652,,3.00,MATH EL,Mathematics Elective,MTH 170,4672,"ANRSN, MATH",Survey of Math,
4652,,3.00,MATH EL,Mathematics Elective,MTH 171,4672,,Geometry For K-8 Teachers,
4652,L,4.00,MATH 153,Calculus I,MTH 175,4672,"ARNS,MATH",Applied Calculus,
4652,L,4.00,MATH 121,Intro College Math II,MTH 177,4672,"UCTA,ARNS,MATH",Coll Algebra-Trig,"6, 22"
4652,L,2.00,STAT 130,Elementary Statistics,MTH 205,4672,"UCTA,ARNS,STAT",Elem Statistics,"6, 22"
4652,L,5.00,MATH 153,Calculus I,MTH 207,4672,"ARNS,MATH",Calculus I,
4652,L,5.00,MATH 157,Calculus & Analytic Geo II,MTH 208,4672,"ANRSN,MATH",Calculus II,
4652,,3.00,MATH EL,Mathematics Elective,MTH 225,4672,"ANRSN, MATH",Foundations of Advanced Math,
4652,L,3.00,STAT 130,Elementary Statistics,MTH 250,4672,"UCTA,ARNS,STAT",Statistics,22
4652,,3.00,MATH EL,Mathematics Elective,MTH 280,4672,"ANRSN, MATH",Algebraic Reas & Probl Solving,
4652,,0.00,NDC,No Degree Credit,NMT 201,4672,,Intro to Nmt,5
4652,L,3.00,PHIL 201,Introduction to Philosophy,PHL 100,4672,"ARHU,PHIL,SRER",Introduction to Philosophy,
4652,I,3.00,PHIL 301,Introductn to Logical Thinking,PHL 101,4672,"ANRSN,LOGIC",Introduction to Logic,
4652,U,3.00,PHIL 375,Personal & Prof Ethics,PHL 105,4672,,Business Ethics,
4652,L,3.00,PHIL 235,General Ethics,PHL 201,4672,"UCTA,ARHU,PHIL,SRER",Ethical Theory & Practice,22
4652,,3.00,PHIL EL,Philosophy Elective,PHL 202,4672,"ANRSN, LOGIC",Symbolic Logic,
4652,I,3.00,PHIL 335,General Ethics,PHL 203,4672,"HUM,PHIL",Ethics,
4652,,3.00,PHIL EL,Philosophy Elective,PHL 205,4672,"HUM, PHIL",History of Ancient Philosophy,
4652,,3.00,PHIL EL,Philosophy Elective,PHL 206,4672,"HUM, PHIL",History of Modern Philosophy,
4652,,3.00,PHIL EL,Philosophy Elective,PHL 210,4672,"HUM, PHIL",Phil Concpts-Lit,
4652,,3.00,PHIL EL,Philosophy Elective,PHL 220,4672,"HUM, PHIL",Intro Cmprtv Relgn,
4652,,3.00,PHIL EL,Philosophy Elective,PHL 230,4672,,Internatnl Multicultural Phil,
4652,,3.00,PHIL EL,Philosophy Elective,PHL 251,4672,"HUM, PHIL",20/Cnty Rel Tht-Am,
4652,L,3.00,POLS 210,American Government,POL 101,4672,"UCTA,ESB,POLS,SBSCI",Amer Natl Govern,22
4652,L,3.00,POLS 220,State and Local Government,POL 102,4672,,State/Local Govnmt,
4652,,3.00,POLS EL,Political Science Elective,POL 201,4672,"SBSCI, POLS",Intro to Political Science,
4652,,3.00,POLS EL,Political Science Elective,POL 202,4672,GLP,Contemporary Global Issues,
4652,L,3.00,POLS 220,State and Local Government,POL 203,4672,,Am Nat/St/Locl Gov,6
4652,,3.00,POLS EL,Political Science Elective,POL 205,4672,"ESB, GLP",Women and Politics (Es),"201, 7"
4652,,3.00,POLS EL,Political Science Elective,POL 211,4672,"SBSCI, POLS",Intro Public Admin,
4652,,3.00,POLS EL,Political Science Elective,POL 221,4672,"SBSCI, POLS",The American Legal System,
4652,,3.00,POLS EL,Political Science Elective,POL 222,4672,,"Law, Governance and Politics",
4652,,3.00,POLS EL,Political Science Elective,POL 234,4672,GLP,Comparative Politics,
4652,,2.00,POLS EL,Political Science Elective,POL 246,4672,"SBSCI, POLS",Model Un: the Un System,
4652,L,3.00,PHYS 211,Introduction to Physics,PHY 103,4672,"UCTA,ARNS,PHYSC",Fund Physics I,"1130, 22"
4652,L,4.00,PHYS 232,General Physics II,PHY 104,4672,"NSCI,PHYSC",Fundamental Physics II,
4652,,4.00,PHYS EL,Physics Elective,PHY 106,4672,"NSCI, PHYSC, LAB",Physical Science For Educators,
4652,,4.00,PHYS EL,Physics Elective,PHY 125,4672,"NSCI, PHYSC",Physics For the Life Sciences,
4652,L,4.00,PHYS 151,Astronomy,PHY 155,4672,"NSCI, PHYSC",Solar System Astronomy,
4652,,4.00,PHYS EL,Physics Elective,PHY 156,4672,"NSCI, PHYSC",Stars Galax & Univ,
4652,L,4.00,PHYS 281,University Physics I,PHY 203,4672,"ARNS,PHYSC",General Physics I,
4652,L,4.00,PHYS 282,University Physics II,PHY 204,4672,"ARNS,PHYSC",General Physics II,
4652,,3.00,PHYS EL,Physics Elective,PHY 250,4672,"NSCI, PHYSC",Modern Physics,
4652,,1.00,POLS EL,Political Science Elective,POL 250,4672,"SBSCI, POLS",Leadership and Engagement,
4652,,3.00,Hum & Arts EL,Humanities & the Arts Elective,POL 251,4672,HUM,Political Theory,
4652,L,3.00,FN 212,Nutrition,NUT 200,4672,,Human Nutrition,
4652,U,3.00,FN 413,Maternal and Child Nutrition,NUT 300,4672,,Lifecycle Nutrtion,
4652,L,3.00,FN 240,Food Science,NUT 400,4672,,Food Science and Safety,
4652,,0.00,NDC,No Degree Credit,PT 200,4672,,Intro to P-T,5
4652,L,3.00,PSYC 110,General Psychology,PSY 100,4672,"UCTA,PSYC,SBSCI",General Psychology,22
4652,,3.00,PSYC EL,Psychology Elective,PSY 107,4672,"SBSCI, PSYC",Brain Basics,
4652,,1.00,PSYC EL,Psychology Elective,PSY 200,4672,,Orientation to Psychology Majr,
4652,,3.00,PSYC EL,Psychology Elective,PSY 205,4672,"SBSCI, PSYC",Effective Behavior,
4652,,1.00,PSYC EL,Psychology Elective,PSY 209,4672,"SBSCI, PSYC",Rsrch Apprentcship,
4652,L,3.00,HDFS 255,Lifespan Human Development,PSY 210,4672,"PSYC,SBSCI",Developmental Psychology,
4652,,3.00,PSYC EL,Psychology Elective,PSY 212,4672,"SBSCI, PSYC",Lifespan Development,
4652,,3.00,PSYC EL,Psychology Elective,PSY 225,4672,"SBSCI, PSYC",Sleep and Dreams,
4652,U,4.00,PSYC 390,Experimental Psychology,PSY 231,4672,,Experimental Psy/Rsch Meth,
4652,,2.00,PSYC EL,Psychology Elective,PSY 232,4672,,Experimental Psyc Lab,
4652,,2.00,PSYC EL,Psychology Elective,PSY 245,4672,"SBSCI, PSYC",Intr Psyc/Humn Srv,
4652,,1.00,PSYC EL,Psychology Elective,PSY 250,4672,"SBSCI, PSYC",Intrpersonl Skills,
4652,,1.00-3.00,PSYC EL,Psychology Elective,PSY 259,4672,,Girls and Women in Sport,8
4652,,3.00,PSYC EL,Psychology Elective,PSY 280,4672,"SBSCI, PSYC",Cross Cultural Human Dev,
4652,,3.00,PSYC EL,Psychology Elective,PSY 285,4672,ESC,Culture and Mental Health (Es),202
4652,,1.00-3.00,PSYC EL,Psychology Elective,PSY 295,4672,"SBSCI, PSYC",Foreign Study-Psyc,8
4652,,3.00,PSYC EL,Psychology Elective,PSY 318,4672,ESC,Psychology of Women (Es),202
4652,U,3.00,SPED 430,Inclusion of Stu W/Excep Need,PSY 319,4672,,Men and Masculinities,
4652,,3.00,PE EL,Physical Education Elective,REC 100,4672,,Foundations of Rec,6
4652,,2.00,PE EL,Physical Education Elective,REC 200,4672,HPE,Prog Leadrshp Rec Activities,
4652,,2.00,PE EL,Physical Education Elective,REC 201,4672,HPE,Outdoor Adventure Leadership,
4652,,3.00,PE EL,Physical Education Elective,REC 202,4672,HPE,Leisure Nature Contemp Exp,
4652,,3.00,PE EL,Physical Education Elective,REC 205,4672,HPE,Camp Leadership,
4652,,1.00,PE EL,Physical Education Elective,REC 207,4672,HPE,Exp Educ: Intro Ropes Course,
4652,E,2.00,EDUC 280,Reading Improvement,RDG 105,4672,,Developmental Reading,
4652,,3.00,PE EL,Physical Education Elective,RTH 203,4672,HPE,Outdr Recr-Persons Spec Need,
4652,,2.00,PE EL,Physical Education Elective,RTH 204,4672,,Multicultrl Crafts,
4652,,1.00,PE EL,Physical Education Elective,RTH 215,4672,HPE,Adapt Aquatic Acts,
4652,,1.00-2.00,PE EL,Physical Education Elective,RTH 216,4672,,Ski Tq/Vis/Phy Imp,8
4652,,1.00,PE EL,Physical Education Elective,RTH 217,4672,,Org/Coach Spc Olym,
4652,,1.00,PE EL,Physical Education Elective,RTH 218,4672,,Prg Dv-Sp Olympics,
4652,,0.00,NDC,No Degree Credit,RTH 225,4672,,Inovtv Act-Thr Rec,5
4652,,0.00,NDC,No Degree Credit,RTH 250,4672,,Intro to Therapeutic Recre,5
4652,,0.00,NDC,No Degree Credit,RTH 260,4672,,Asst Dev&Resrc/Therap Rec,5
4652,,0.00,NDC,No Degree Credit,RTH 265,4672,,Pract Consdrtn Rth,5
4652,L,2.00,STAT 130,Elementary Statistics,STAT 145,4672,"UCTA,ARNS,STAT",Elem Statistics,"6, 22"
4652,,3.00,HLTED EL,Health Education Elective,SAH 105,4672,HPE,Hlth Well& Disease,
4652,L,4.00,SPAN 103,Elementary Spanish I,SPA 101,4672,"COMSK,LANG",Elementary Spanish I,
4652,L,4.00,SPAN 104,Elementary Spanish II,SPA 102,4672,"COMSK,LANG",Elementary Spanish II,
4652,,3.00,SPAN EL,Spanish Elective,SPA 200,4672,"COMSK, LANG",The Medieval World,
4652,L,4.00,SPAN 201,Intermediate Spanish I,SPA 201,4672,"COMSK, LANG",Intermediate Spanish I,
4652,L,4.00,SPAN 202,Intermediate Spanish II,SPA 202,4672,COMSK,Interm Spanish II,
4652,L,3.00,SOC 110,Introductory Sociology,SOC 110,4672,"UCTA,GLP,SBSCI,SOC",Introduction to Sociology,22
4652,L,3.00,SOC 225,Social Problems,SOC 120,4672,"SBSCI, SOC",Social Problems,
4652,,3.00,SOC EL,Sociology Elective,SOC 200,4672,"SBSCI, SOC",Foundations of Soc Analysis,
4652,,3.00,ANTH EL,Anthropology Elective,SOC 202,4672,GLP,Contemporary Global Issues,
4652,L,3.00,HDFS 115,Healthy Couple Relationships,SOC 212,4672,,Marriage & Family,"202, 7"
4652,,3.00,SOC EL,Sociology Elective,SOC 216,4672,"SBSCI, SOC",Society & Schools,
4652,U,3.00,SOC 375,Minority Groups,SOC 225,4672,"UCTA,ESA,SRER",Soc of Race & Ethnicity (Es),22
4652,,3.00,SOC EL,Sociology Elective,SOC 240,4672,"SBSCI, SOC",Soc of Sport & Leisure,
4652,,3.00,SOC EL,Sociology Elective,SOC 245,4672,,Peop Cult Latin Am,
4652,,3.00,SOC EL,Sociology Elective,SOC 260,4672,"SBSCI, SOC",Aging: Soci Prspct,
4652,,4.00,RUS EL,Russian Elective,RUS 101,4672,,Elem Russian I,
4652,,4.00,Comm Skill EL,Communication Skills Elective,RUS 102,4672,"COMSK, LANG, FGLP",Elem Russian II,
4652,,4.00,Comm Skill EL,Communication Skills Elective,RUS 201,4672,"COMSK, LANG, FGLP",Interm Russian I,
4652,,4.00,Comm Skill EL,Communication Skills Elective,RUS 202,4672,"COMSK, LANG, FGLP",Interm Russian II,
4652,L,2.00,CACHSS 210,Intro to Women's Studies,WGS 100,4672,ESB,Gend Race Cls in America (Es),"201, 7, 6, 203"
4652,,3.00,SOC EL,Sociology Elective,WGS 210,4672,ESB,Womens Voices/Culture (Es),"201, 7"
4652,,3.00,SOC EL,Sociology Elective,WGS 220,4672,"SBSCI, SOC",Women/Lrng/Knowldg,
